id,tg_id
10,849610772
11,1160275201
12,1161291139
13,5219515618
14,1304457992
15,6189993230
16,6828829281
17,1072206594
18,286333286
19,904027330
20,1999305428
21,849475846
22,5138955404
23,893737382
24,748950226
25,594388802
26,912411745
27,1430507152
28,6428593171
29,725730746
30,722834042
31,814790172
32,1915049003
33,6364466552
34,6201514135
35,7047434306
36,561754465
37,1398181979
38,361265951
39,2037014973
40,770806194
41,1304881716
42,1354477646
43,830524794
44,111728193
