external_id,active,address,activation_date,number_arc,type_arc,district,carpet,lat,long,id,owner,operator
y1704,,"Малая Семёновская улица, 11",2023-06-07 00:00:00,1,,ВАО,,55.784907,37.71152,1704,yandex,ultradop
y1705,,"Малая Семёновская улица, 12с2",2023-06-07 00:00:00,1,Металлическая,ВАО,Асфальт,55.784043,37.711634,1705,yandex,ultradop
y1706,,"Мажоров переулок, 5",2023-06-07 00:00:00,1,,ВАО,,55.782236,37.711821,1706,yandex,ultradop
y1707,,"Семёновский переулок, 6с4",2023-06-07 00:00:00,1,,ВАО,,55.782816,37.714483,1707,yandex,ultradop
y1708,,"Семёновский переулок, 6",2023-06-07 00:00:00,1,Металлическая,ВАО,Асфальт,55.783158,37.714278,1708,yandex,ultradop
y1709,,"Малая Семёновская улица, 28с19",2023-06-07 00:00:00,1,Металлическая,ВАО,Асфальт,55.784058,37.714899,1709,yandex,ultradop
y1710,,"Кирпичная улица, 33с2",2023-06-07 00:00:00,1,Металлическая,ВАО,Асфальт,55.778547,37.732868,1710,yandex,ultradop
y1711,,"Профсоюзная улица, 128к3",2023-06-07 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.630907,37.514695,1711,yandex,ultradop
y1712,,"Профсоюзная улица, 128к1",2023-06-07 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.630773,37.515718,1712,yandex,ultradop
y1713,,"Профсоюзная улица, 128к2",2023-06-07 00:00:00,1,,ЮЗАО,Асфальт,55.630286,37.51545,1713,yandex,ultradop
y1714,,"Профсоюзная улица, 138",2023-06-07 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.627705,37.51229,1714,yandex,ultradop
y1715,,"Профсоюзная улица, 140",2023-06-07 00:00:00,1,,ЮЗАО,Асфальт,55.626898,37.511294,1715,yandex,ultradop
y1716,,"Профсоюзная улица, 146к1",2023-06-07 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.623539,37.507527,1716,yandex,ultradop
y1717,,"Профсоюзная улица, 152к2с2",2023-06-07 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.622702,37.506653,1717,yandex,ultradop
y1718,,"Вольная улица, 25",2023-06-07 00:00:00,1,Металлическая,ВАО,Асфальт,55.776993,37.733417,1718,yandex,ultradop
y1719,,"Профсоюзная улица, вл154с4",2023-06-07 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.621977,37.505554,1719,yandex,ultradop
y1720,,"Остановка НГПТ ""Метро Тёплый Стан""",2023-06-07 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.620131,37.503898,1720,yandex,ultradop
y1721,,"1-й Кирпичный переулок, 2с4",2023-06-07 00:00:00,1,Металлическая,ВАО,Асфальт,55.779287,37.732071,1721,yandex,ultradop
y1722,,"улица Тёплый Стан, 1",2023-06-07 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.620728,37.502156,1722,yandex,ultradop
y1723,,"улица Бориса Жигулёнкова, 7с3",2023-06-07 00:00:00,1,Металлическая,ВАО,Асфальт,55.775615,37.733833,1723,yandex,ultradop
y1724,,"Остановка НГПТ ""Ляхвинский пруд""",2023-06-07 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.622554,37.497453,1724,yandex,ultradop
y1725,,Метро Генерала Тюленева,2023-06-07 00:00:00,1,,ЮЗАО,Асфальт,55.6270296,37.487206,1725,yandex,ultradop
y1726,,"улица Тёплый Стан, 10",2023-06-07 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.628853,37.485393,1726,yandex,ultradop
y1727,,"улица Тёплый Стан, 14/2",2023-06-07 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.629829,37.48378,1727,yandex,ultradop
y1728,,"улица Тёплый Стан, 14/2",2023-06-07 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.630603,37.482886,1728,yandex,ultradop
y1729,,"улица Тёплый Стан, 23",2023-06-07 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.627983,37.485503,1729,yandex,ultradop
y1730,,"улица Генерала Тюленева, 4Ас3",2023-06-07 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.625567,37.484176,1730,yandex,ultradop
y1731,,"Профсоюзная улица, 82к1",2023-06-08 00:00:00,2,Металлическая,ЮЗАО,Асфальт,55.656238,37.537844,1731,yandex,ultradop
y1732,,"Осенняя улица, 14",2023-06-08 00:00:00,1,Металлическая,ЗАО,Асфальт,55.764773,37.404949,1732,yandex,ultradop
y1733,,"Вельяминовская улица, 6",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.781571,37.722631,1733,yandex,ultradop
y1734,,"Вельяминовская улица, 6",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.779992,37.721884,1734,yandex,ultradop
y1735,,"Измайловское шоссе, 3с2",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.78009,37.718948,1735,yandex,ultradop
y1736,,"Большая Семёновская улица, 55",2023-06-08 00:00:00,1,,ВАО,,55.780491,37.717667,1736,yandex,ultradop
y1737,,"Большая Семёновская улица, 43",2023-06-08 00:00:00,1,,ВАО,,55.781478,37.713175,1737,yandex,ultradop
y1738,,"улица Гастелло, 39",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.783537,37.692538,1738,yandex,ultradop
y1739,,"улица Гастелло, 3",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.785871,37.684122,1739,yandex,ultradop
y1740,,Гастелло 6,2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.7864217,37.6824232,1740,yandex,ultradop
y1741,,"Остановка НГПТ ""Сокольническая Застава""",2023-06-08 00:00:00,1,,ВАО,,55.792566,37.680165,1741,yandex,ultradop
y1742,,"Ольховская улица, 35",2023-06-08 00:00:00,1,Металлическая,ЦАО,Асфальт,55.777006,37.672939,1742,yandex,ultradop
y1743,,"Ольховская улица, 47с2",2023-06-08 00:00:00,1,,ЦАО,,55.7778,37.674599,1743,yandex,ultradop
y1744,,"Ольховская улица, 6с8",2023-06-08 00:00:00,1,,ЦАО,,55.77387,37.666142,1744,yandex,ultradop
y1745,,"Малая Семёновская улица, 15/17к1",2023-06-08 00:00:00,1,,ВАО,,55.78557,37.717232,1745,yandex,ultradop
y1746,,"Малая Семёновская улица, 15/17к6",2023-06-08 00:00:00,1,,ВАО,,55.787011,37.716817,1746,yandex,ultradop
y1747,,"Зверинецкая улица, 31А",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.784809,37.738517,1747,yandex,ultradop
y1748,,"Фортунатовская улица, 31/35",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.784813,37.738817,1748,yandex,ultradop
y1749,,"Фортунатовская улица, 31/35",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.785217,37.738844,1749,yandex,ultradop
y1750,,"Окружной проезд, 18кА",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.786814,37.742433,1750,yandex,ultradop
y1751,,"Окружной проезд, 19",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.78547,37.742299,1751,yandex,ultradop
y1752,,"Щербаковская улица, 58А",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.782766,37.742434,1752,yandex,ultradop
y1753,,"Кирпичная улица, 32к23",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.778274,37.734551,1753,yandex,ultradop
y1754,,"Ольховская улица, 4к1",2023-06-08 00:00:00,1,,ЦАО,,55.773602,37.665242,1754,yandex,ultradop
y1755,,"Кирпичная улица, 21",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.777552,37.729405,1755,yandex,ultradop
y1756,,"Кирпичная улица, 15с1",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.777499,37.727664,1756,yandex,ultradop
y1757,,"проспект Будённого, 9",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.777621,37.721755,1757,yandex,ultradop
y1758,,"Вольная улица, 1",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.776036,37.722979,1758,yandex,ultradop
y1759,,"Вольная улица, 5к1",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.776232,37.725822,1759,yandex,ultradop
y1760,,"Новая Басманная улица, 28с1",2023-06-08 00:00:00,1,,ЦАО,,55.769709,37.666478,1760,yandex,ultradop
y1761,,"1-й Басманный переулок, 5/20с1",2023-06-08 00:00:00,1,Металлическая,ЦАО,Плитка,55.772079,37.663669,1761,yandex,ultradop
y1762,,"2-й Вольный переулок, 11",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.773613,37.73949,1762,yandex,ultradop
y1763,,"Остановка НГПТ ""Окружной проезд, 30""",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.77473,37.743665,1763,yandex,ultradop
y1764,,"Окружной проезд, 27с5",2023-06-08 00:00:00,1,Металлическая,ВАО,Асфальт,55.777909,37.74311,1764,yandex,ultradop
y1765,,"Новая Басманная улица, 15",2023-06-08 00:00:00,1,,ЦАО,,55.769729,37.658573,1765,yandex,ultradop
y1766,,"Большая Пироговская улица, 29/31",2023-06-09 00:00:00,1,Металлическая,ЦАО,,55.729786,37.566621,1766,yandex,ultradop
y1767,,"Большая Пироговская улица, 19с1",2023-06-09 00:00:00,1,Металлическая,ЦАО,Асфальт,55.731747,37.571116,1767,yandex,ultradop
y1768,,"Большая Пироговская улица, 17с9",2023-06-09 00:00:00,1,Металлическая,ЦАО,Асфальт,55.732397,37.572797,1768,yandex,ultradop
y1769,,"Москва, Большая Пироговская улица, 17с2",2023-06-09 00:00:00,1,,ЦАО,Плитка,55.733547,37.575474,1769,yandex,ultradop
y1770,,"Большая Пироговская улица, 17с2",2023-06-09 00:00:00,1,Металлическая,ЦАО,Асфальт,55.733309,37.574802,1770,yandex,ultradop
y1771,,"Большая Пироговская улица, 2с4",2023-06-09 00:00:00,1,Металлическая,ЦАО,Асфальт,55.731355,37.56966,1771,yandex,ultradop
y1772,,"Лужнецкий проезд, 1Ас2",2023-06-09 00:00:00,1,Металлическая,ЦАО,Плитка,55.726296,37.560553,1772,yandex,ultradop
y1773,,"Лужнецкий проезд, 1А",2023-06-09 00:00:00,1,,ЦАО,,55.726361,37.560094,1773,yandex,ultradop
y1774,,"Лужнецкий проезд, 1",2023-06-09 00:00:00,1,,ЦАО,,55.725498,37.559562,1774,yandex,ultradop
y1775,,"улица Усачёва, 64",2023-06-09 00:00:00,1,,ЦАО,,55.723837,37.561133,1775,yandex,ultradop
y1776,,"улица Усачёва, 64",2023-06-09 00:00:00,1,,ЦАО,,55.72531,37.564749,1776,yandex,ultradop
y1777,,"Комсомольский проспект, 28",2023-06-09 00:00:00,1,,ЦАО,,55.726981,37.580932,1777,yandex,ultradop
y1778,,"2-я Фрунзенская улица, 5",2023-06-09 00:00:00,1,Металлическая,ЦАО,Асфальт,55.722487,37.582678,1778,yandex,ultradop
y1779,,"улица Гастелло, 5А",2023-06-09 00:00:00,1,,ВАО,,55.784828,37.686824,1779,yandex,ultradop
y1780,,"Русаковская улица, 24",2023-06-09 00:00:00,1,,ВАО,,55.787748,37.679462,1780,yandex,ultradop
y1781,,"Госпитальный переулок, 10",2023-06-09 00:00:00,1,,ЮВАО,,55.769634,37.691425,1781,yandex,ultradop
y1782,,"Охотничья улица, вл10/12",2023-06-09 00:00:00,1,,ВАО,,55.796405,37.683054,1782,yandex,ultradop
y1783,,"Остановка НГПТ ""ПКиО Сокольники""",2023-06-09 00:00:00,1,,ВАО,,55.79299,37.6793,1783,yandex,ultradop
y1784,,"улица Стромынка, 1",2023-06-09 00:00:00,1,,ВАО,,55.790604,37.683082,1784,yandex,ultradop
y1785,,"улица Стромынка, 2",2023-06-09 00:00:00,1,Металлическая,ВАО,Плитка,55.789465,37.682685,1785,yandex,ultradop
y1786,,"Москва, улица Барболина",2023-06-09 00:00:00,1,,ВАО,,55.78857,37.684269,1786,yandex,ultradop
y1787,,"2-я Сокольническая улица, 6",2023-06-09 00:00:00,2,Металлическая,ВАО,,55.787362,37.683497,1787,yandex,ultradop
y1788,,"Ольховская улица, 45с1",2023-06-09 00:00:00,1,,ЦАО,,55.777938,37.672321,1788,yandex,ultradop
y1789,Деактивирована,"Кирпичная улица, 32",2023-06-09 00:00:00,1,Металлическая,ВАО,Асфальт,55.778377,37.735107,1789,yandex,ultradop
y1790,Деактивирована,"Матвеевская улица, 20к3",2023-06-10 00:00:00,0,,ЗАО,,55.702637,37.466277,1790,yandex,ultradop
y1791,,"Нежинская улица, 6к1",2023-06-10 00:00:00,1,,ЗАО,,55.709611,37.471045,1791,yandex,ultradop
y1792,,"улица Маршала Неделина, 15",2023-06-10 00:00:00,1,Металлическая,ЗАО,Асфальт,55.725441,37.4049,1792,yandex,ultradop
y1793,,Станция метро Аминьевская (вых. 7),2023-06-10 00:00:00,1,Алюминиевая,ЗАО,,55.697544,37.463956,1793,yandex,ultradop
y1794,Деактивирована,"3-я Фрунзенская улица, 14/37",2023-06-10 00:00:00,1,Металлическая,ЦАО,,55.7221538,37.5761859,1794,yandex,ultradop
y1795,Деактивирована,"Комсомольский проспект, 33/11",2023-06-10 00:00:00,1,Металлическая,ЦАО,,55.723886,37.578438,1795,yandex,ultradop
y1796,,"2-я Фрунзенская улица, 11/33",2023-06-10 00:00:00,1,Металлическая,ЦАО,Асфальт,55.724083,37.578798,1796,yandex,ultradop
y1797,,"3-я Фрунзенская улица, 10",2023-06-10 00:00:00,1,Металлическая,ЦАО,Асфальт,55.7212671,37.5781878,1797,yandex,ultradop
y1798,,метро черемушки,2023-06-11 00:00:00,1,,ЮЗАО,,55.669514,37.553386,1798,yandex,ultradop
y1799,,"Остановка НГПТ ""Смоленская площадь""",2023-06-11 00:00:00,2,,ЦАО,,55.745787,37.582463,1799,yandex,ultradop
y1800,Деактивирована,"улица Плющиха, 55с2",2023-06-11 00:00:00,1,,ЦАО,,55.73821,37.576187,1800,yandex,ultradop
y1801,,2 я Фрунзенская ул 7,2023-06-11 00:00:00,1,Металлическая,ЦАО,Асфальт,55.723042,37.581275,1801,yandex,ultradop
y1802,,"проспект 60- летия Октября, 25к1",2023-06-11 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.690535,37.575768,1802,yandex,ultradop
y1803,,"улица Дмитрия Ульянова, 24/1",2023-06-11 00:00:00,1,Металлическая,ЮЗАО,Плитка,55.687124,37.573287,1803,yandex,ultradop
y1804,,"Профсоюзная улица, 7/12",2023-06-11 00:00:00,1,,ЮЗАО,Асфальт,55.683792,37.569787,1804,yandex,ultradop
y1805,,"Нахимовский проспект, 34",2023-06-11 00:00:00,1,,ЮЗАО,Асфальт,55.676197,37.569266,1805,yandex,ultradop
y1806,,"Краснопрудная улица, 30-34с1",2023-06-11 00:00:00,1,Металлическая,ЦАО,Асфальт,55.779948,37.667779,1806,yandex,ultradop
y1807,,"Гаврикова улица, 2/38",2023-06-11 00:00:00,1,,ЦАО,,55.781011,37.66957,1807,yandex,ultradop
y1808,,"Краснопрудная улица, 36с2",2023-06-11 00:00:00,1,Металлическая,ЦАО,,55.780194,37.669021,1808,yandex,ultradop
y1809,,"Малая Семёновская улица, 30с1",2023-06-11 00:00:00,1,Металлическая,ВАО,Плитка,55.783463,37.7181,1809,yandex,ultradop
y1810,,"улица Академика Варги, 36",2023-06-11 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.634598,37.478458,1810,yandex,ultradop
y1811,,"Краснобогатырская улица, 2с2",2023-06-12 00:00:00,1,Металлическая,ВАО,Асфальт,55.815466,37.692198,1811,yandex,ultradop
y1812,,"Шипиловская улица, 5к1",2023-06-12 00:00:00,1,Металлическая,ЮАО,Асфальт,55.618275,37.702135,1812,yandex,ultradop
y1813,,"Госпитальный переулок, 10",2023-06-12 00:00:00,1,Металлическая,ЦАО,Асфальт,55.770237,37.689917,1813,yandex,ultradop
y1814,,"Посланников переулок, 3с2",2023-06-12 00:00:00,1,,ЦАО,,55.77004,37.681436,1814,yandex,ultradop
y1815,,"Попов проезд, 2",2023-06-12 00:00:00,1,Металлическая,ВАО,Асфальт,55.783166,37.697136,1815,yandex,ultradop
y1816,,"Госпитальный переулок, 8",2023-06-12 00:00:00,1,,ЦАО,,55.770405,37.689516,1816,yandex,ultradop
y1817,,"улица Радио, 23/9с2",2023-06-12 00:00:00,1,,ЦАО,,55.763219,37.684476,1817,yandex,ultradop
y1818,,"Москва, Центральный административный округ, Басманный район",2023-06-12 00:00:00,1,Металлическая,ЦАО,,55.772337,37.683708,1818,yandex,ultradop
y1819,,"Волховский переулок, 11",2023-06-12 00:00:00,1,Металлическая,ЦАО,Асфальт,55.773104,37.686628,1819,yandex,ultradop
y1820,,"Большая Семёновская улица, 17А",2023-06-12 00:00:00,1,Металлическая,ВАО,Плитка,55.782721,37.705553,1820,yandex,ultradop
y1821,,"Нижняя Красносельская улица, 35с59",2023-06-13 00:00:00,1,,ЦАО,,55.776785,37.674835,1821,yandex,ultradop
y1822,,"Нижняя Красносельская улица, 39с1",2023-06-13 00:00:00,1,,ЦАО,,55.774093,37.673819,1822,yandex,ultradop
y1823,,"Новорязанская улица, 38",2023-06-13 00:00:00,1,,ЦАО,,55.771293,37.670625,1823,yandex,ultradop
y1824,,"Новорязанская улица, 31/7к24",2023-06-13 00:00:00,1,Металлическая,ЦАО,Плитка,55.771347,37.672095,1824,yandex,ultradop
y1825,,"Спартаковская улица, 15с3",2023-06-13 00:00:00,1,,ЦАО,,55.773029,37.674858,1825,yandex,ultradop
y1826,,"Новорязанская улица, 24",2023-06-13 00:00:00,1,,ЦАО,,55.771596,37.665336,1826,yandex,ultradop
y1827,,"Новорязанская улица, 16/11с1",2023-06-13 00:00:00,1,,ЦАО,,55.772215,37.661042,1827,yandex,ultradop
y1828,,"Новорязанская улица, 8",2023-06-13 00:00:00,1,,ЦАО,,55.770846,37.655235,1828,yandex,ultradop
y1829,,"Басманный переулок, 1",2023-06-13 00:00:00,1,,ЦАО,,55.770579,37.657809,1829,yandex,ultradop
y1830,,"Москва, Новорязанская улица, 18с5",2023-06-13 00:00:00,1,,ЦАО,,55.77182,37.660877,1830,yandex,ultradop
y1831,,"Миусская площадь, 9с33",2023-06-13 00:00:00,1,Металлическая,ЦАО,,55.778032,37.595539,1831,yandex,ultradop
y1832,,"Миусская площадь, 9с7",2023-06-13 00:00:00,2,,ЦАО,,55.778986,37.596984,1832,yandex,ultradop
y1833,,"1-я Миусская улица, 18",2023-06-13 00:00:00,1,Металлическая,ЦАО,,55.779732,37.595574,1833,yandex,ultradop
y1834,,"1-я Миусская улица, 4",2023-06-13 00:00:00,1,,ЦАО,,55.779049,37.597039,1834,yandex,ultradop
y1835,,"1-я Миусская улица, 2с1",2023-06-13 00:00:00,1,,ЦАО,,55.778971,37.597662,1835,yandex,ultradop
y1836,,"1-я Миусская улица, 2с1",2023-06-13 00:00:00,1,,ЦАО,,55.779189,37.598023,1836,yandex,ultradop
y1837,,"Миусская площадь, 6с5",2023-06-13 00:00:00,1,Металлическая,ЦАО,,55.778275,37.59837,1837,yandex,ultradop
y1838,,"улица Чаянова, 15к7",2023-06-13 00:00:00,1,Металлическая,ЦАО,Асфальт,55.777757,37.597974,1838,yandex,ultradop
y1839,,"улица Чаянова, 15",2023-06-13 00:00:00,1,Металлическая,ЦАО,Асфальт,55.777042,37.596707,1839,yandex,ultradop
y1840,,"улица Чаянова, 7",2023-06-13 00:00:00,1,,ЦАО,,55.774236,37.59246,1840,yandex,ultradop
y1841,,"улица Чаянова, 6/42",2023-06-13 00:00:00,1,,ЦАО,,55.774543,37.59322,1841,yandex,ultradop
y1842,,"улица Чаянова, 12",2023-06-13 00:00:00,1,Металлическая,ЦАО,Асфальт,55.776107,37.595846,1842,yandex,ultradop
y1843,,"улица Чаянова, 16",2023-06-13 00:00:00,1,Металлическая,ЦАО,Асфальт,55.776695,37.596536,1843,yandex,ultradop
y1844,Деактивирована,"Новоясеневский проспект, 7",2023-06-13 00:00:00,2,,ЗАО,,55.606991,37.531743,1844,yandex,ultradop
y1845,,"переулок Маяковского, 3",2023-06-13 00:00:00,1,,ЦАО,,55.739011,37.659815,1845,yandex,ultradop
y1846,,"Марксистская улица, 3с1",2023-06-13 00:00:00,1,,ЦАО,,55.738785,37.66039,1846,yandex,ultradop
y1847,,"Марксистская улица, 3с1",2023-06-13 00:00:00,1,,ЦАО,,55.738032,37.661762,1847,yandex,ultradop
y1848,,"Марксистская улица, 3с1",2023-06-13 00:00:00,1,,ЦАО,,55.737923,37.661846,1848,yandex,ultradop
y1849,,"Марксистская улица, 5",2023-06-13 00:00:00,1,,ЦАО,,55.737504,37.66271,1849,yandex,ultradop
y1850,,"Марксистская улица, 5",2023-06-13 00:00:00,1,,ЦАО,,55.737105,37.663418,1850,yandex,ultradop
y1851,,"Марксистская улица, 7",2023-06-13 00:00:00,1,,ЦАО,,55.736292,37.664879,1851,yandex,ultradop
y1852,,"Марксистская улица, 7",2023-06-13 00:00:00,1,,ЦАО,,55.735904,37.665296,1852,yandex,ultradop
y1853,,"Марксистская улица, 7",2023-06-13 00:00:00,1,,ЦАО,,55.735635,37.665894,1853,yandex,ultradop
y1854,,"Марксистская улица, 7",2023-06-13 00:00:00,1,,ЦАО,,55.735467,37.666196,1854,yandex,ultradop
y1855,,"Марксистская улица, 9",2023-06-13 00:00:00,1,,ЦАО,,55.73519,37.666799,1855,yandex,ultradop
y1856,,"Ружейный переулок, 4с3",2023-06-13 00:00:00,1,,ЦАО,,55.743086,37.578319,1856,yandex,ultradop
y1857,,"улица Плющиха, 39",2023-06-13 00:00:00,1,Металлическая,ЦАО,Асфальт,55.740258,37.576905,1857,yandex,ultradop
y1858,,"Новоясеневский проспект, 4с11",2023-06-13 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.614036,37.514358,1858,yandex,ultradop
y1859,,"Новоясеневский проспект, 4с1",2023-06-13 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.615376,37.512448,1859,yandex,ultradop
y1860,,"Новоясеневский проспект, вл4Ас1",2023-06-13 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.616512,37.510372,1860,yandex,ultradop
y1861,,"Москва, Саввинская набережная",2023-06-13 00:00:00,1,,ЦАО,,55.733912,37.563285,1861,yandex,ultradop
y1862,,"Саввинская набережная, 7А",2023-06-13 00:00:00,1,Металлическая,ЦАО,Плитка,55.737541,37.568818,1862,yandex,ultradop
y1863,,"Голубинская улица, 2",2023-06-13 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.61129,37.517833,1863,yandex,ultradop
y1864,,"Саввинская набережная, 3",2023-06-13 00:00:00,1,,ЦАО,,55.739129,37.570339,1864,yandex,ultradop
y1865,,"Остановка НГПТ ""Мост Богдана Хмельницкого""",2023-06-13 00:00:00,1,,ЦАО,,55.740323,37.57125,1865,yandex,ultradop
y1866,,"Погодинская улица, 20/3с1",2023-06-13 00:00:00,1,Металлическая,ЦАО,,55.729701,37.561919,1866,yandex,ultradop
y1867,,"Новоясеневский проспект, 12Ас2",2023-06-13 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.610022,37.51959,1867,yandex,ultradop
y1868,,"Новоясеневский проспект, 16к1",2023-06-13 00:00:00,1,,ЮЗАО,Асфальт,55.608309,37.522696,1868,yandex,ultradop
y1869,Деактивирована,"Новоясеневский проспект, 24",2023-06-13 00:00:00,0,,ЮЗАО,,55.606502,37.530302,1869,yandex,ultradop
y1870,,Станция метро Ясенево (вых. 6),2023-06-13 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.606706,37.531102,1870,yandex,ultradop
y1871,,"Большая Черёмушкинская улица, 13с2",2023-06-14 00:00:00,2,Металлическая,ЮЗАО,Асфальт,55.68575,37.594811,1871,yandex,ultradop
y1872,,"Севастопольский проспект, 16",2023-06-14 00:00:00,1,Алюминиевая,ЮЗАО,Плитка,55.683371,37.598999,1872,yandex,ultradop
y1873,,"Севастопольский проспект, 20",2023-06-14 00:00:00,1,Алюминиевая,ЮЗАО,,55.681263,37.597085,1873,yandex,ultradop
y1874,Деактивирована,"Большая Черёмушкинская улица, 25с114",2023-06-14 00:00:00,0,,ЮЗАО,,55.675621,37.591263,1874,yandex,ultradop
y1875,,"Нахимовский проспект, 30/43",2023-06-14 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.674243,37.574879,1875,yandex,ultradop
y1876,,"Нахимовский проспект, 39к1",2023-06-14 00:00:00,1,Металлическая,САО,Асфальт,55.674245,37.573197,1876,yandex,ultradop
y1877,,"Смоленская улица, 7",2023-06-14 00:00:00,1,,ЦАО,,55.745391,37.577255,1877,yandex,ultradop
y1878,,"Смоленская улица, 7",2023-06-14 00:00:00,1,,ЦАО,,55.74545,37.577646,1878,yandex,ultradop
y1879,,"Смоленская улица, 7",2023-06-14 00:00:00,1,,ЦАО,,55.745486,37.577965,1879,yandex,ultradop
y1880,,"Смоленская улица, 7",2023-06-14 00:00:00,1,Металлическая,ЦАО,Плитка,55.745614,37.578624,1880,yandex,ultradop
y1881,,"Смоленская улица, 3",2023-06-14 00:00:00,1,,ЦАО,,55.745394,37.581478,1881,yandex,ultradop
y1882,,"Новоясеневский проспект, 5к1",2023-06-14 00:00:00,1,Металлическая,ЗАО,Асфальт,55.607484,37.529808,1882,yandex,ultradop
y1883,,"улица Гарибальди, 36",2023-06-14 00:00:00,1,,ЮЗАО,Асфальт,55.6684,37.558986,1883,yandex,ultradop
y1884,,"улица Гарибальди, 27к4",2023-06-14 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.669789,37.558079,1884,yandex,ultradop
y1885,,"Новочерёмушкинская улица, 48с2",2023-06-14 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.67199,37.568118,1885,yandex,ultradop
y1886,,"Новочерёмушкинская улица, 49",2023-06-14 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.672483,37.569763,1886,yandex,ultradop
y1887,,"Новочерёмушкинская улица, 57",2023-06-14 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.6705,37.567658,1887,yandex,ultradop
y1888,,"Севастопольский проспект, 26с1",2023-06-14 00:00:00,1,,ЮЗАО,Асфальт,55.66613,37.580892,1888,yandex,ultradop
y1889,,"Севастопольский проспект, 28к3",2023-06-14 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.662902,37.577534,1889,yandex,ultradop
y1890,,"Перекопская улица, 22",2023-06-14 00:00:00,1,,ЮЗАО,,55.660231,37.574512,1890,yandex,ultradop
y1891,,"Севастопольский проспект, 28",2023-06-14 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.659884,37.574193,1891,yandex,ultradop
y1892,,"Севастопольский проспект, 28",2023-06-14 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.659729,37.574143,1892,yandex,ultradop
y1893,,"Севастопольский проспект, 28к4",2023-06-14 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.662518,37.577116,1893,yandex,ultradop
y1894,,"Севастопольский проспект, 24А",2023-06-14 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.667544,37.582522,1894,yandex,ultradop
y1895,Деактивирована,"улица Бутырский Вал, 18с1",2023-06-14 00:00:00,1,,ЦАО,,55.779524,37.585755,1895,yandex,ultradop
y1896,,"улица Кржижановск ого, 4к1",2023-06-15 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.682955,37.561401,1896,yandex,ultradop
y1897,,Дмитрия Ульянова 4/48,2023-06-15 00:00:00,1,Металлическая,ЮЗАО,Асфальт,55.691807,37.56072,1897,yandex,ultradop
y1898,,"Ткацкая улица, 19",2023-06-15 00:00:00,1,Металлическая,ВАО,Асфальт,55.786542,37.72984,1898,yandex,ultradop
