external_id,active,address,activation_date,number_arc,type_arc,district,carpet,lat,long,id,owner,operator
y1,,"Варшавское шоссе, 30с3",2021-10-27 14:07:24,5,Металлическая,ЮАО,Плитка,55.682014,37.621315,1,yandex,ultradop
y2,,"Большая Черёмушкинская улица, 13с4",2021-10-27 12:36:30,1,,ЮЗАО,,55.686834,37.595235,2,yandex,ultradop
y3,,"Остановка НГПТ ""Улица Дмитрия Ульянова""",2021-10-27 12:57:16,1,,ЮЗАО,,55.682486,37.589405,3,yandex,ultradop
y4,,"Электролитный проезд, 3Бс6",2021-10-27 14:40:07,1,Металлическая,ЮАО,Асфальт,55.675658,37.613112,4,yandex,ultradop
y5,,Станция метро Нагорная (вых. 1),2021-10-27 14:54:46,1,Металлическая,ЮАО,Асфальт,55.672948,37.610706,5,yandex,ultradop
y6,,"улица Кржижановского, 5к1",2021-10-14 15:57:45,1,Металлическая,ЮЗАО,Асфальт,55.682637,37.563304,6,yandex,ultradop
y7,,"Ленинградский проспект, 72к1",2021-10-14 17:01:58,1,,САО,,55.805737,37.519432,7,yandex,ultradop
y8,,"Ленинградский проспект, 66",2021-10-14 16:33:01,1,,САО,,55.802882,37.52542,8,yandex,ultradop
y9,,"улица Кржижановского, 5к1",2021-10-14 10:17:19,1,Металлическая,ЮЗАО,Асфальт,55.6826013,37.5633634,9,yandex,ultradop
y10,Деактивирована,"Остановка НГПТ ""ТРЦ Рио""",2021-10-11 13:42:33,1,,ЮЗАО,,55.69094791,37.60063342,10,yandex,ultradop
y11,,"улица Дмитрия Ульянова, 4к1",2021-09-10 15:09:43,1,Металлическая,ЮЗАО,Асфальт,55.69326,37.55818,11,yandex,ultradop
y12,,"проспект 60-летия Октября, 10",2021-09-10 12:59:25,1,Металлическая,ЮЗАО,Асфальт,55.693353,37.574726,12,yandex,ultradop
y13,,Ленинский проспект 54,2021-09-10 13:10:43,1,Алюминиевая,ЮЗАО,,55.697429,37.560208,13,yandex,ultradop
y14,,ленинский проспект,2021-09-10 10:43:39,1,,ЮЗАО,,55.697628,37.562672,14,yandex,ultradop
y15,,"Ленинский проспект, 65к1",2021-09-10 10:46:27,4,Металлическая,ЮЗАО,Асфальт,55.692355,37.553832,15,yandex,ultradop
y16,Деактивирована,"проспект 60-летия Октября, 9",2021-09-10 12:55:39,1,,ЮЗАО,,55.698881,37.578598,16,yandex,ultradop
y17,,"Ломоносовский проспект, 14",2021-09-10 11:37:23,1,Металлическая,ЮЗАО,,55.690692,37.541451,17,yandex,ultradop
y18,,"Окружной проезд, вл2Ас1",2021-10-27 08:41:41,1,Металлическая,ВАО,,55.804456,37.744569,18,yandex,ultradop
y19,Деактивирована,"Большая Черкизовская улица, 125с1",2021-10-27 08:39:56,0,,ВАО,,55.804007,37.741535,19,yandex,ultradop
y20,,"Ленинградское шоссе, 16с9",2021-10-14 19:34:18,1,Металлическая,САО,Асфальт,55.821412,37.499495,20,yandex,ultradop
y21,Деактивирована,"Ленинский проспект, 65к1",2021-09-10 13:48:29,0,,ЮЗАО,,55.69246,37.55383,21,yandex,ultradop
y22,,"Москва, Окружной проезд, 16",2021-10-27 19:13:32,1,,ВАО,,55.7884792,37.7426016,22,yandex,ultradop
y23,,"Новоданиловская набережная, 10",2021-10-27 18:22:15,2,Металлическая,ЮАО,Плитка,55.696051,37.626073,23,yandex,ultradop
y24,,"Нагатинская улица, 4Ас9",2021-10-27 18:24:40,1,Металлическая,ЮАО,Асфальт,55.681092,37.628405,24,yandex,ultradop
y25,Деактивирована,"Каширское шоссе, 9к4",2021-10-27 18:25:39,0,,ЮАО,,55.668678,37.632627,25,yandex,ultradop
y26,,"Севастопольский проспект, 11Е",2021-10-27 18:35:26,1,,ЮЗАО,,55.687315,37.603798,26,yandex,ultradop
y27,,"Нагорная улица, 21к1",2021-10-27 18:28:21,1,Металлическая,ЮЗАО,Асфальт,55.678499,37.603447,27,yandex,ultradop
y28,,"Каширское шоссе, 9к4",2021-10-27 18:27:23,1,Металлическая,ЮАО,,55.66869,37.632724,28,yandex,ultradop
y29,,"Каширское шоссе, 15",,1,Металлическая,ЮАО,,55.666161,37.62985,29,yandex,ultradop
y30,,"Севастопольский проспект, 15к3",2021-10-27 18:36:38,1,Металлическая,ЮЗАО,Асфальт,55.682147,37.598746,30,yandex,ultradop
y31,,"Нагорный проезд, 2Б",2021-10-28 07:12:47,1,Алюминиевая,ЮАО,,55.68983,37.619065,31,yandex,ultradop
y32,,"Нагорный проезд, 2Б",,1,,ЮАО,,55.690081,37.619895,32,yandex,ultradop
y33,,"Варшавское шоссе, 25А",2021-10-28 07:13:46,1,Металлическая,ЮАО,Асфальт,55.693935,37.621634,33,yandex,ultradop
y34,,"Варшавское шоссе, 33с12",2021-10-28 07:14:35,1,Металлическая,ЮАО,Асфальт,55.691221,37.622004,34,yandex,ultradop
y35,Деактивирована,"Варшавское шоссе, 30с3",2021-10-27 19:19:21,0,,ЮАО,,55.682014,37.621315,35,yandex,ultradop
y36,,"Измайловский проспект, 61с2",2021-10-27 19:10:30,1,Металлическая,ВАО,Плитка,55.788359,37.783685,36,yandex,ultradop
y37,Деактивирована,"Выборгская улица, 16с1",2021-10-14 21:14:12,0,,САО,,55.834508,37.494474,37,yandex,ultradop
y38,,"Тимирязевская улица, 1",2021-11-08 09:23:54,1,Металлическая,САО,Асфальт,55.807745,37.570124,38,yandex,ultradop
y39,,"микрорайон Ленинские Горы, 1с64",2021-11-08 09:28:22,1,,ЮЗАО,,55.6941,37.53618,39,yandex,ultradop
y40,,"Ломоносовский проспект, 23",2021-11-08 09:30:58,1,,ЮЗАО,Асфальт,55.6916567,37.5381951,40,yandex,ultradop
y41,,"Профсоюзная улица, 2/22",2021-11-08 09:32:06,1,Алюминиевая,ЮЗАО,,55.6873853,37.5725946,41,yandex,ultradop
y42,,"улица Вавилова, 5к3",2021-10-27 18:40:51,1,,ЮАО,,55.703559,37.591244,42,yandex,ultradop
y43,Деактивирована,"Большая Черкизовская улица, 125с1",2021-10-27 18:48:28,0,,ВАО,,55.804007,37.741535,43,yandex,ultradop
y44,,"9-я Парковая улица, 34",2021-10-27 18:50:58,2,Металлическая,ВАО,Асфальт,55.796022,37.799316,44,yandex,ultradop
y45,Деактивирована,"Сиреневый бульвар, 4с1",2021-10-27 18:43:10,1,,ВАО,,55.801672,37.762381,45,yandex,ultradop
y46,Деактивирована,"Большая Черкизовская улица, вл125",2021-10-27 18:42:03,0,,ВАО,,55.80235,37.743872,46,yandex,ultradop
y47,,Нижняя первомайская,2021-10-27 18:52:48,1,Металлическая,ВАО,Асфальт,55.7912083,37.809518,47,yandex,ultradop
y48,Деактивирована,"Окружной проезд, вл2Ас1",2021-10-27 18:46:27,0,,ВАО,,55.804456,37.744569,48,yandex,ultradop
y49,,"Первомайская улица, 100",2021-10-27 18:54:57,1,Металлическая,ВАО,Асфальт,55.793329,37.811402,49,yandex,ultradop
y50,,"11-я Парковая улица, 29",2021-10-27 18:57:09,2,Металлическая,ВАО,Асфальт,55.797247,37.804448,50,yandex,ultradop
y51,,"11-я Парковая улица, 29",2021-10-27 18:55:57,1,,ВАО,Асфальт,55.79724,37.804461,51,yandex,ultradop
y52,,"Ленинградский проспект, 80к4А",2021-10-14 18:14:57,1,Металлическая,САО,Асфальт,55.809004,37.506538,52,yandex,ultradop
y53,,"Ленинградское шоссе, вл12",2021-10-14 18:41:05,1,Металлическая,САО,,55.818081,37.499467,53,yandex,ultradop
y54,,"улица Обручева, 11",2021-10-22 18:30:21,1,Алюминиевая,ЮЗАО,Плитка,55.659952,37.515709,54,yandex,ultradop
y55,,"улица Намёткина, 14к1",2021-10-22 18:40:41,1,Алюминиевая,ЮЗАО,,55.66163,37.555645,55,yandex,ultradop
y56,,"улица Вавилова, 24",2021-09-14 11:16:33,1,Металлическая,ЮЗАО,Асфальт,55.701463,37.578044,56,yandex,ultradop
y57,,1-я Квесисская улица,2021-10-28 17:46:00,1,Металлическая,САО,,55.793618,37.578842,57,yandex,ultradop
y58,,"Большая Академическая улица, 5с1",2021-11-03 14:55:39,1,,САО,,55.818137,37.522124,58,yandex,ultradop
y59,Деактивирована,ткацкая улица 19,2021-11-03 14:49:20,1,,ВАО,,55.78639,37.727795,59,yandex,ultradop
y60,,"улица Ремизова, 13",2021-10-27 18:29:36,1,Металлическая,ЮЗАО,Асфальт,55.67555,37.602949,60,yandex,ultradop
y61,,"площадь Ганецкого, 1Б",2021-10-14 19:02:58,1,,САО,,55.820422,37.498849,61,yandex,ultradop
y62,,"Ломоносовский проспект, 23",2021-09-16 13:58:52,1,Металлическая,ЮЗАО,Асфальт,55.69098,37.535075,62,yandex,ultradop
y63,Деактивирована,"Ленинградский проспект, 80к17",2021-10-14 17:56:35,1,,САО,,55.807462,37.511702,63,yandex,ultradop
y64,,"Колодезный переулок, 14соор1",2021-10-20 10:35:52,1,Металлическая,ВАО,Асфальт,55.796078,37.699083,64,yandex,ultradop
y65,,"Большая Черкизовская улица, 5к8с1",2021-10-20 14:11:57,1,,ВАО,,55.798828,37.717591,65,yandex,ultradop
y66,,"улица Косыгина, 15",2021-09-16 12:58:48,1,,ЮЗАО,,55.706127,37.563263,66,yandex,ultradop
y67,,большая черёмушкинская улица,2021-09-16 13:08:30,1,Металлическая,ЮЗАО,Асфальт,55.681412,37.588656,67,yandex,ultradop
y68,,"улица Академика Королёва, 2А",2021-09-16 13:38:09,1,Металлическая,СВАО,Асфальт,55.821644,37.629691,68,yandex,ultradop
y69,,"улица Шухова, 14",2021-10-20 20:54:07,1,Металлическая,ЮАО,Асфальт,55.7168797,37.6136218,69,yandex,ultradop
y70,,"проезд Дубовой Рощи, 21",2021-09-16 14:18:00,1,Металлическая,СВАО,,55.817985,37.603017,70,yandex,ultradop
y71,,"улица Академика Королёва, 2А",2021-09-16 13:44:56,1,Металлическая,СВАО,Асфальт,55.821664,37.629902,71,yandex,ultradop
y72,,"проспект Мира, 122к1",2021-10-21 14:54:34,1,,СВАО,,55.812272,37.640151,72,yandex,ultradop
y73,,"проспект Андропова, 18к1",2021-10-28 17:54:35,1,Алюминиевая,ЮАО,Плитка,55.694784,37.663776,73,yandex,ultradop
y74,,"Южнопортовая улица, 22с10",2021-10-28 17:55:40,1,Металлическая,ЮВАО,Асфальт,55.705122,37.688671,74,yandex,ultradop
y75,,Метро Кожуховская,2021-10-28 17:56:54,1,,ЮВАО,,55.706429,37.685553,75,yandex,ultradop
y76,,"2-й Кожуховский проезд, 31",2021-10-28 18:03:55,1,,ЮАО,,55.699804,37.655294,76,yandex,ultradop
y77,Деактивирована,Нахимовский проспект,2021-09-16 11:56:51,1,,ЮЗАО,,55.67755,37.565087,77,yandex,ultradop
y78,,Маломосковская 22,2021-10-20 20:45:33,1,Металлическая,СВАО,Асфальт,55.811206,37.6536439,78,yandex,ultradop
y79,,"проспект Мира, 88с4",2021-10-20 20:48:16,1,,ЦАО,,55.79404,37.638075,79,yandex,ultradop
y80,,"3-й проезд Марьиной Рощи, 40с1",2021-10-22 07:41:18,1,Металлическая,СВАО,Асфальт,55.796329,37.610891,80,yandex,ultradop
y81,,"проезд Дубовой Рощи, 25Ас2",2021-10-21 19:33:27,1,Металлическая,СВАО,Асфальт,55.818037,37.602592,81,yandex,ultradop
y82,,"проспект Мира, 109",2021-10-21 19:39:57,1,Металлическая,СВАО,Плитка,55.818904,37.638009,82,yandex,ultradop
y83,,"улица Академика Королёва, 4Б",2021-10-21 18:33:47,1,Металлическая,СВАО,Асфальт,55.821731,37.625837,83,yandex,ultradop
y84,,"улица Усиевича, 18",2021-10-20 09:17:16,1,,САО,Асфальт,55.80734,37.521258,84,yandex,ultradop
y85,,"улица Сальвадора Альенде, 9",2021-10-20 09:26:55,1,Металлическая,САО,Асфальт,55.794552,37.506354,85,yandex,ultradop
y86,,"Беговая улица, 3с1",2021-10-20 09:30:08,1,,САО,,55.776181,37.554115,86,yandex,ultradop
y87,,беговая улица,2021-10-20 09:31:36,1,Металлическая,САО,Асфальт,55.781249,37.559322,87,yandex,ultradop
y88,Деактивирована,"улица Поликарпова, 23Ак54",2021-10-20 09:32:49,1,,САО,,55.783956,37.536735,88,yandex,ultradop
y89,,"Кутузовский проезд, 10",2021-10-20 09:41:55,1,,ЗАО,,55.741454,37.522902,89,yandex,ultradop
y90,Деактивирована,"Авангардная улица, 4",2021-10-20 09:47:42,0,,САО,,55.843392,37.491584,90,yandex,ultradop
y91,,"улица Академика Королёва, 13",2021-10-21 20:11:38,1,,СВАО,,55.818963,37.620221,91,yandex,ultradop
y92,Деактивирована,"улица Шумкина, вл25",2021-10-20 09:05:36,0,,ВАО,,55.787568,37.671122,92,yandex,ultradop
y93,Деактивирована,"улица Шумкина, вл25",2021-10-20 09:07:07,0,,ВАО,,55.787573,37.67117,93,yandex,ultradop
y94,,3-я Рыбинская улица,2021-10-20 09:08:36,1,,ВАО,,55.790766,37.660378,94,yandex,ultradop
y95,,"Спартаковская площадь, 1/2",2021-10-20 09:10:02,1,Металлическая,ЦАО,,55.776945,37.681196,95,yandex,ultradop
y96,,"улица Руставели, 19",2021-09-16 14:53:40,1,Металлическая,СВАО,Плитка,55.8141794,37.6007977,96,yandex,ultradop
y97,,"Кронштадтский бульвар, 6к2",2021-10-15 14:16:35,1,,САО,,55.84156,37.494284,97,yandex,ultradop
y98,,"Ленинский проспект, 75А",2021-09-16 11:39:07,1,Металлическая,ЮЗАО,Асфальт,55.686301,37.543698,98,yandex,ultradop
y99,,"проспект Вернадского, 29",2021-09-14 16:32:14,1,,ЮЗАО,,55.6820468,37.5167332,99,yandex,ultradop
y100,,"улица Панфилова, 16",2021-10-21 17:46:04,1,Металлическая,САО,Асфальт,55.80519,37.494656,100,yandex,ultradop
y101,,"улица Космонавта Волкова, 10",2021-10-21 17:52:42,1,Металлическая,САО,Асфальт,55.815543,37.515445,101,yandex,ultradop
y102,,"проспект Вернадского, 11/19",2021-10-21 18:08:45,1,Металлическая,ЮЗАО,Асфальт,55.689398,37.529731,102,yandex,ultradop
y103,,"Ленинградское шоссе, 60/62",2021-10-21 18:54:36,1,,САО,,55.844187,37.477468,103,yandex,ultradop
y104,,"улица Космонавта Волкова, 12",2021-10-21 18:58:40,1,,САО,,55.815899,37.518945,104,yandex,ultradop
y105,,"Локомотивный проезд, 19",2021-10-21 19:03:24,1,,СВАО,,55.844515,37.573955,105,yandex,ultradop
y106,,"Гостиничный проезд, 6А",2021-10-21 19:10:01,1,,СВАО,,55.844345,37.577799,106,yandex,ultradop
y107,Деактивирована,"улица Годовикова, 2",2021-10-21 09:52:33,0,,СВАО,,55.80326,37.631717,107,yandex,ultradop
y108,Деактивирована,"Ленинградское шоссе, 58с7",2021-09-15 14:14:58,0,,САО,,55.842852,37.479992,108,yandex,ultradop
y109,,"улица Милашенкова, 8Ас1",2021-10-26 16:07:38,1,Металлическая,СВАО,Плитка,55.824299,37.586221,109,yandex,ultradop
y110,,"Первомайская улица, 77",2021-09-17 09:11:47,1,,ВАО,,55.79359,37.800693,110,yandex,ultradop
y111,,"Измайловский проспект, 54",2021-09-17 09:27:57,1,Металлическая,ВАО,Асфальт,55.787923,37.779986,111,yandex,ultradop
y112,,"17-й проезд Марьиной Рощи, 4к1",2021-10-26 16:31:20,1,,СВАО,,55.809531,37.612411,112,yandex,ultradop
y113,,"Большая Черкизовская улица, 5к1",2021-10-26 16:43:31,1,Металлическая,ВАО,,55.797585,37.721702,113,yandex,ultradop
y114,,"Остановка НГПТ ""Метро Фонвизинская""",2021-10-21 19:15:37,1,,СВАО,,55.822342,37.588775,114,yandex,ultradop
y115,,"микрорайон Ленинские Горы, 1с46",2021-10-19 13:39:15,1,Металлическая,ЮЗАО,,55.695979,37.539309,115,yandex,ultradop
y116,,"улица Довженко, 12",2021-10-19 13:55:58,1,Металлическая,ЗАО,Асфальт,55.719921,37.511545,116,yandex,ultradop
y117,,"Флотская улица, 36",2021-10-15 15:57:24,1,,САО,,55.850706,37.492371,117,yandex,ultradop
y118,,"Нахимовский проспект, 58",2021-10-19 10:48:10,1,Металлическая,ЮЗАО,Асфальт,55.683554,37.553549,118,yandex,ultradop
y119,,"Ленинский проспект, 75/9",2021-09-03 10:25:18,1,Металлическая,ЮЗАО,Асфальт,55.687259,37.545067,119,yandex,ultradop
y120,,"Перовская улица, 31",2021-10-23 12:52:43,1,Металлическая,ВАО,Асфальт,55.747438,37.774981,120,yandex,ultradop
y121,,"улица Плеханова, 12с3",2021-10-26 13:03:18,2,Металлическая,ВАО,Асфальт,55.749052,37.762702,121,yandex,ultradop
y122,Деактивирована,"Электродная улица, 13",2021-10-26 13:05:02,1,,ВАО,,55.749796,37.75597,122,yandex,ultradop
y123,,"шоссе Энтузиастов, 12к2",2021-10-26 18:28:21,1,,ЮВАО,,55.747961,37.70437,123,yandex,ultradop
y124,,"Севастопольский проспект, 11Е",2021-10-15 15:37:21,1,Металлическая,ЮЗАО,Асфальт,55.6873192,37.6038267,124,yandex,ultradop
y125,,"Чапаевский переулок, 12",2021-10-26 09:02:36,1,,САО,,55.797645,37.518588,125,yandex,ultradop
y126,,"Красноармейская улица, 1А",2021-10-26 09:03:50,1,Металлическая,САО,Асфальт,55.795571,37.551661,126,yandex,ultradop
y127,,"Ленинградский проспект, 33к3",2021-10-26 09:05:56,1,,САО,,55.787122,37.560607,127,yandex,ultradop
y128,,"улица Алабяна, 13к1",2021-10-26 09:11:01,1,Металлическая,САО,Асфальт,55.800315,37.505501,128,yandex,ultradop
y129,,"Ленинградское шоссе, 108",2021-10-26 09:09:57,1,Металлическая,САО,Асфальт,55.860133,37.467561,129,yandex,ultradop
y130,,"улица Василисы Кожиной, 1к1",2021-09-03 16:07:06,1,Металлическая,ЗАО,Асфальт,55.738069,37.505618,130,yandex,ultradop
y131,,"Электрозаводская улица, 21",2021-10-19 11:12:22,1,Металлическая,ВАО,,55.786191,37.703648,131,yandex,ultradop
y132,,"Барабанный переулок, 3",2021-10-23 10:55:18,1,,ВАО,,55.783305,37.707922,132,yandex,ultradop
y133,,"Электрозаводская улица, 21",2021-10-23 11:16:23,1,Металлическая,ВАО,Асфальт,55.785881,37.703527,133,yandex,ultradop
y134,,"Нижняя Первомайская улица, 70",2021-10-23 18:48:53,1,,ВАО,Асфальт,55.79122,37.820446,134,yandex,ultradop
y135,,"Ломоносовский просп., 23А, стр. 1",2021-10-19 10:26:21,2,Металлическая,ЮЗАО,Асфальт,55.691671,37.535224,135,yandex,ultradop
y136,,"Москва, Большая Почтовая улица, 38/1",2021-10-23 19:07:37,1,Металлическая,ВАО,Асфальт,55.781509,37.696686,136,yandex,ultradop
y137,,"проспект Мира, 99",2021-09-15 11:00:14,1,,СВАО,,55.810817,37.63691,137,yandex,ultradop
y138,,"Загородное шоссе, 15к1",2021-09-15 10:28:15,1,Металлическая,ЮЗАО,Асфальт,55.691731,37.602585,138,yandex,ultradop
y139,Демонтирована,"улица Стромынка, 20",2021-09-15 12:27:18,0,,ВАО,,55.793815,37.700367,139,yandex,ultradop
y140,Демонтирована,"Большая Черёмушкинская улица, 1",2021-10-23 18:29:34,0,,ЮЗАО,,55.689381,37.600204,140,yandex,ultradop
y141,Деактивирована,"Преображенская улица, 2к1",2021-10-23 18:31:44,1,,ВАО,,55.795154,37.706692,141,yandex,ultradop
y142,,"улица Сущёвский Вал, 67",2021-10-23 10:22:35,1,Металлическая,ЦАО,,55.792995,37.622676,142,yandex,ultradop
y143,,"Большая Черёмушкинская улица, 1а",2021-10-27 12:20:29,1,,ЮЗАО,Асфальт,55.689365,37.599689,143,yandex,ultradop
y144,,Метро Черкизовская,2021-10-27 10:02:41,1,Металлическая,ВАО,Асфальт,55.802141,37.745146,144,yandex,ultradop
y145,,"Севастопольский проспект, 11Е",2021-10-27 13:39:37,1,Металлическая,ЮЗАО,Асфальт,55.687315,37.603798,145,yandex,ultradop
y146,,"Щёлковское шоссе, 29А",2021-10-27 09:44:02,1,Металлическая,ВАО,Асфальт,55.81036,37.779093,146,yandex,ultradop
y147,,улица дмитрия ульянова,2021-09-10 14:44:18,1,Металлическая,ЮЗАО,Асфальт,55.69133,37.561946,147,yandex,ultradop
y148,,ленинградское шоссе,2021-10-14 17:30:16,1,,САО,,55.843888,37.477537,148,yandex,ultradop
y149,,сиреневый бульвар,2021-10-27 09:05:45,1,,ВАО,,55.802221,37.757816,149,yandex,ultradop
y150,,"3-я Парковая улица, 26/2",2021-10-27 18:59:31,1,Металлическая,ВАО,Асфальт,55.795932,37.782585,150,yandex,ultradop
y151,,2-я Парковая улица,2021-10-27 19:12:38,1,Металлическая,ВАО,Асфальт,55.788611,37.781087,151,yandex,ultradop
y152,,перовская улица,2021-10-27 19:14:29,1,Металлическая,ВАО,Асфальт,55.744804,37.797446,152,yandex,ultradop
y153,,"3-я Владимирская улица, 25к1",2021-10-27 19:15:37,2,Металлическая,ВАО,Асфальт,55.754846,37.790571,153,yandex,ultradop
y154,,ленинградское шоссе,2021-10-14 20:03:02,1,Алюминиевая,САО,,55.821349,37.496449,154,yandex,ultradop
y155,,Измайловский проспект,2021-10-27 19:08:11,1,,ВАО,,55.788662,37.7932031,155,yandex,ultradop
y156,Деактивирована,"Ленинградский проспект, 39с29",2021-11-08 09:27:06,0,,САО,,55.79411,37.537008,156,yandex,ultradop
y157,,"9-я Парковая улица, 68к4",2021-10-27 18:49:43,1,,ВАО,,55.808432,37.798833,157,yandex,ultradop
y158,,"Большая Черёмушкинская улица, 1",2021-10-22 20:53:18,1,,ЮЗАО,Асфальт,55.689305,37.60024,158,yandex,ultradop
y159,,улица профсоюзная,2021-10-22 18:34:46,1,,ЮЗАО,Асфальт,55.663736,37.547369,159,yandex,ultradop
y160,,улица намёткина,2021-10-22 18:37:24,1,Металлическая,ЮЗАО,Асфальт,55.66354,37.55135,160,yandex,ultradop
y161,,"Остановка НГПТ ""Старый Зыковский проезд""",2021-11-03 14:45:26,1,Металлическая,САО,Асфальт,55.800461,37.542625,161,yandex,ultradop
y162,,Метро ВДНХ выход 4,2021-09-16 13:26:06,1,Металлическая,СВАО,Плитка,55.8200382,37.6412489,162,yandex,ultradop
y163,,"2-я Мытищинская улица, 2с1",2021-10-20 19:21:32,1,,СВАО,,55.79596,37.642572,163,yandex,ultradop
y164,,"Аргуновская улица, 4",2021-10-21 17:38:45,1,,СВАО,,55.813664,37.620175,164,yandex,ultradop
y165,Деактивирована,"7-я Кожуховская улица, 9",2021-10-28 17:58:01,0,,ЮВАО,,55.710635,37.675302,165,yandex,ultradop
y166,,"5-я Кожуховская улица, 9",2021-10-28 18:02:30,1,Металлическая,ЮВАО,,55.70548,37.669417,166,yandex,ultradop
y167,,"2-й Кожуховский проезд, 21/2",2021-10-28 18:04:59,1,Металлическая,ЮАО,,55.702697,37.658056,167,yandex,ultradop
y168,,"Угрешская улица, 2с135",2021-10-28 18:11:04,1,Металлическая,ЮВАО,Асфальт,55.710857,37.683075,168,yandex,ultradop
y169,,"улица Обручева, 23к3",2021-10-22 09:36:32,1,Металлическая,ЮЗАО,Асфальт,55.656624,37.530633,169,yandex,ultradop
y170,,"улица Сущёвский Вал, 31с1",2021-10-22 07:39:26,1,Металлическая,СВАО,Асфальт,55.792946,37.604485,170,yandex,ultradop
y171,Деактивирована,"1-я Ямская улица, 8",2021-10-22 07:40:18,0,,СВАО,,55.793681,37.609845,171,yandex,ultradop
y172,Деактивирована,"проспект Мира, 118",2021-10-21 15:55:21,0,,СВАО,,55.810963,37.638578,172,yandex,ultradop
y173,,"Ракетный бульвар, 16",2021-10-21 15:56:39,1,Металлическая,СВАО,Асфальт,55.817584,37.655812,173,yandex,ultradop
y174,,"улица Сущёвский Вал, 55",2021-10-21 19:38:03,1,Металлическая,СВАО,Асфальт,55.793476,37.613962,174,yandex,ultradop
y175,,"Маломосковская улица, 22с1",2021-10-20 19:56:30,1,,СВАО,,55.812106,37.652503,175,yandex,ultradop
y176,,Ленинский проспект,2021-10-22 17:28:49,1,Алюминиевая,ЮЗАО,,55.6638431,37.5101928,176,yandex,ultradop
y177,,"Профсоюзная улица, вл82Вс1",2021-10-22 16:47:45,1,,ЮЗАО,Асфальт,55.656488,37.539219,177,yandex,ultradop
y178,,"Севастопольский проспект, 11E",2021-10-21 18:29:59,1,,ЮЗАО,,55.6873193,37.6038267,178,yandex,ultradop
y179,,"улица Яблочкова, 37",2021-09-20 09:53:01,1,,СВАО,,55.827207,37.578868,179,yandex,ultradop
y180,,"2-я Песчаная улица, 4Бс1",2021-10-20 09:21:42,1,Металлическая,САО,,55.795393,37.51806,180,yandex,ultradop
y181,,"Хорошёвское шоссе, 60А",2021-10-20 09:34:10,1,Металлическая,САО,Асфальт,55.777486,37.530343,181,yandex,ultradop
y182,,"Остановка НГПТ ""Улица Куусинена, 13""",2021-10-20 09:28:31,1,Металлическая,САО,Асфальт,55.783544,37.51392,182,yandex,ultradop
y183,,"Багратионовский проезд, 5",2021-10-20 09:36:26,1,Металлическая,ЗАО,Асфальт,55.744857,37.509226,183,yandex,ultradop
y184,Деактивирована,"улица Василисы Кожиной, 1к1",2021-10-20 09:38:57,0,,ЗАО,,55.73807,37.505602,184,yandex,ultradop
y185,,Петрозаводская улица,2021-10-20 09:53:45,1,Металлическая,САО,Асфальт,55.866793,37.492168,185,yandex,ultradop
y186,,"Колодезный переулок, 3",2021-10-20 09:56:02,2,,ВАО,,55.797911,37.69747,186,yandex,ultradop
y187,,"улица Добролюбова, 3с1",2021-10-21 20:03:03,1,,СВАО,,55.810929,37.594319,187,yandex,ultradop
y188,,"Остановна НГПТ ""Комбинат твёрдых сплавов""",2021-10-21 20:08:33,1,Металлическая,СВАО,Асфальт,55.798141,37.602688,188,yandex,ultradop
y189,,"Москва, Стрелецкая улица",2021-10-21 20:09:52,1,,СВАО,,55.796041,37.600179,189,yandex,ultradop
y190,,"Ленинградский проспект, 80к16",2021-10-20 09:11:53,1,Металлическая,САО,,55.806738,37.510749,190,yandex,ultradop
y191,,"Остановка НГПТ ""Новопетровская улица""",2021-10-20 09:15:47,1,,САО,,55.825237,37.515914,191,yandex,ultradop
y192,,"Остановка НГПТ ""Графский переулок""",2021-09-16 12:26:06,1,Металлическая,СВАО,Асфальт,55.803011,37.641148,192,yandex,ultradop
y193,,Станция метро Бутырская (вых. 2),2021-09-16 14:53:40,1,Металлическая,СВАО,Плитка,55.814408,37.600538,193,yandex,ultradop
y194,,"Остановка НГПТ ""Флотская улица, 36""",2021-10-15 14:31:55,2,Металлическая,САО,Асфальт,55.850791,37.492204,194,yandex,ultradop
y195,Деактивирована,"Ленинградское шоссе, 58с7",2021-10-15 14:34:46,1,,САО,,55.843089,37.479815,195,yandex,ultradop
y196,Деактивирована,"Остановка НГПТ ""Метро Речной вокзал (нет посадки)""",2021-10-15 14:36:41,0,,САО,,55.856266,37.479365,196,yandex,ultradop
y197,,"3-я Парковая улица, 26/2с2",2021-10-26 17:32:09,1,,ВАО,,55.795377,37.782784,197,yandex,ultradop
y198,Деактивирована,"улица Адмирала Макарова, 8",2021-10-21 17:54:19,0,,САО,,55.836503,37.489683,198,yandex,ultradop
y199,Деактивирована,"улица Адмирала Макарова, 6с13",2021-10-21 17:56:02,0,,САО,,55.835488,37.490185,199,yandex,ultradop
y200,,"Смольная улица, 63",2021-08-24 09:40:20,1,Металлическая,САО,Асфальт,55.870069,37.472128,200,yandex,ultradop
y201,,"Кронштадтский бульвар, 3А",2021-10-21 18:51:49,1,Металлическая,САО,,55.841063,37.4863,201,yandex,ultradop
y202,,"Ленинградское шоссе, 39с11",2021-10-21 18:55:39,1,Металлическая,САО,Асфальт,55.836186,37.4833,202,yandex,ultradop
y203,,"Ленинградское шоссе, 25",2021-10-21 18:57:26,1,Алюминиевая,САО,,55.828959,37.489275,203,yandex,ultradop
